Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Family of Claude C. Barkhuff 1949,"Barkhuff, William Delbert","Family of C.C. Barkhuff at Golden Wedding in Hysham, Montana. L-R: Mrs. Pearl Milander, Mrs. Florence Butkay, Claude C. Barkhuff, Kenneth Barkhuff, Mrs. C.C. Barkhuff (Mae), Rex Barkhuff, and Harold Barkhuff.","Anniversaries--Montana(State)--Hysham; Milander, Pearl; Butkay, Florence; Barkhuff, Claude C; Barkhuff, Kenneth; Barkhuff, Mae; Barkhuff, Rex; Barkhuff, Harold","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1949,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn15,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Montana--Treasure county--Hysham,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/238,238,272.jpg,/barkhuff/image/272.jpg
Berton R. Barkhuff 1949,"Barkhuff, William Delbert","Berton R. Barkhuff, Claude C. Barkhuff, Mrs. Claude C. Barkhuff (Mae), and  Mrs. Berton Barkhuff (Myra) pose for group photograph at golden wedding in Hysham, Montana.","Barkuff, Berton R.; Barkhuff, Claude C.; Barkhuff, Mae; Barkhuff, Myra","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1949,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn16,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Montana--Treasure county--Hysham,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/239,239,273.jpg,/barkhuff/image/273.jpg
Thomas B Matlock and wife Gretta Skiegle Matlock1898,"Barkhuff, William Delbert",Thomas B. Matlock and Gretta Skiegle Matlock.,"Matlock, Thomas B.; Matlock, Gretta Skiegle","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Portrait photographs; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn17,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/240,240,274.jpg,/barkhuff/image/274.jpg
"Ray M Matlock and Ruby Budd Matlock, 1925","Barkhuff, William Delbert",Portrait of Ray M Matlock and Ruby Budd Matlock.,"Matlock, Ray M.; Matlock, Ruby Budd","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1925,Image,Portrait photographs; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn18,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/241,241,275.jpg,/barkhuff/image/275.jpg
Family of William Barkhuff 1886,"Barkhuff, William Delbert","Back row: Gilbert Barkhuff, Denzil, Mortimer, Front Row: Walter Barkhuff, John, Helen, Wallace 1886",Families--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1886,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn19,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/242,242,276.jpg,/barkhuff/image/276.jpg
Louise Barkhuff Yount 1937,"Barkhuff, William Delbert",Home Economics Graduate 1937. Daughter of George P and Alice Matlock Barkhuff.,"Yount, Margaret Louise Barkhuff; Barkhuff, George Phelda; Barkhuff, Alice Belle Matlock","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1937,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn20,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/243,243,277.jpg,/barkhuff/image/277.jpg
Alice M Barkhuff 1932,"Barkhuff, William Delbert",Graduated WSC 1909. Married Geo Barkhuff,"Barkhuff, Alice Belle Matlock","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1932,Image,Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn21,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/244,244,278.jpg,/barkhuff/image/278.jpg
Geo. P. Barkhuff 1956,"Barkhuff, William Delbert",Geo. P. Barkhuff poses for portrait photograph.,"Barkhuff, George Phelda","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,3/21/1956,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn22,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/245,245,279.jpg,/barkhuff/image/279.jpg
Mrs. George Wood Barkhuff 1930,"Barkhuff, William Delbert","Maxine Jane Patterson Barkhuff, wife of George Wood Barkhuff, standing in front of tree holding purse.","Barkhuff, Maxine Jane Patterson; Trees--Washington (State)--Pullman; Purses--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1930,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn23,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/246,246,280.jpg,/barkhuff/image/280.jpg
Floyd H Barkhuff 1934,"Barkhuff, William Delbert",Graduate in Chemistry from Washington State College. Son of George and Alice Barkhuff.,"Men--Washington (State)--Pullman; Barkhuff, Floyd H.","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1934,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn24,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/247,247,281.jpg,/barkhuff/image/281.jpg
Homestead Home 1900,"Barkhuff, William Delbert",Homestead home with shed to left.  Wooden sidewalk in lower right corner.  Trees in background.,Houses--Washington (State)--Pullman; Sheds--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Wooden sidewalks--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1900,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn25,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/248,248,282.jpg,/barkhuff/image/282.jpg
Homestead Home 1900,"Barkhuff, William Delbert",Homestead in winter.  Tree covered with snow on right.  Gate in lower left corner.  Trees in background.,Gates--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Snow--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Winter--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1900,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn26,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/249,249,283.jpg,/barkhuff/image/283.jpg
