Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Graduating class of 1898,"Barkhuff, William Delbert",Woman sitting on sofa and woman standing to left dressed in white formal attire.  Floor covered with floors.  Drapery in background.,Women--Washington (State)--Pullman; Furniture--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Drapery--Washington (State)--Pullman; Graduation ceremonies--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n13,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/153,153,187.jpg,/barkhuff/image/187.jpg
Portrait of Woman,"Barkhuff, William Delbert",Portrait of woman.,Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n43,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/154,154,188.jpg,/barkhuff/image/188.jpg
Family Portrait,"Barkhuff, William Delbert",Family poses for group portrait.,Families--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n44,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/155,155,189.jpg,/barkhuff/image/189.jpg
Taylor and O?,"Barkhuff, William Delbert",Photograph of two portraits.  Top photograph possibly Ara Jackson.  Bottom photograph of family.  Woman holding infant.,"Jackson, Ara; Women--Washington (State)--Pullman; Photographs--Washington (State)--Pullman; Men--Washington (State)--Pullman; Infants--Washington (State)--Pullman; Families--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,18uu,Image,Glass negatives; Portrait photographs; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n45,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/156,156,190.jpg,/barkhuff/image/190.jpg
Group Portrait,"Barkhuff, William Delbert",Group posing in front of tree.  Woman in center holding a case.  Gate in lower right corner.,Women--Washington (State)--Pullman; Men--Washington (State)--Pullman; Gates--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n46,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/157,157,191.jpg,/barkhuff/image/191.jpg
Mr. and Mrs. Dick Kelly in Back of Boat with Son,"Barkhuff, William Delbert",Mr. and Mrs. Dick Kelly in back of boat with son and other passengers. &quot;D.E. Kelly&quot; inscribed on bow of boat.,"Kelly, Dick; Boats--Washington (State)--Pullman; Infants--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n47,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/158,158,192.jpg,/barkhuff/image/192.jpg
Ara Jackson,"Barkhuff, William Delbert",Ara Jackson poses in formal wear with flowers on shoulder. Negative damaged in lower right corner.,"Jackson, Ara; Flowers--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n48,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/159,159,193.jpg,/barkhuff/image/193.jpg
Jacksons,"Barkhuff, William Delbert",Jackson family poses around hammock.  Ara Jackson seated in hammock on right holding puppy.  Trees in background.,"Jackson, Ara; Families--Washington (State)--Pullman; Dogs--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Hammocks--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n49,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/160,160,194.jpg,/barkhuff/image/194.jpg
Two Women,"Barkhuff, William Delbert",Two women standing on portch.  Tree on right.  Woman on right leaning against woman on left.,Porches--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n50,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/161,161,195.jpg,/barkhuff/image/195.jpg
Two Women,"Barkhuff, William Delbert",Two women standing on porch.  Tree in upper right corner.,Women--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Porches--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n51,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/162,162,196.jpg,/barkhuff/image/196.jpg
Two Women Inside a House,"Barkhuff, William Delbert",Woman seated at piano.  Ara Jackson standing to right.  Piano covered with photographs and decorations.,"Jackson, Ara; Women--Washington (State)--Pullman; Pianos--Washington (State)--Pullman; Photographs--Washington (State)--Pullman; Decorations--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n52,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/163,163,197.jpg,/barkhuff/image/197.jpg
Camp Blauford Shalton,"Barkhuff, William Delbert",Group poses for portrait outside.  Trees in background.  Men on left and right in uniform.  Ara Jackson on left standing.,"Jackson, Ara; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman; Cadets--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f07n53,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/164,164,198.jpg,/barkhuff/image/198.jpg
WAC,"Barkhuff, William Delbert",View of Washington Agriculture College on hill.  Buildings and houses below.,Washington State University--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1895,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n01,pc149_81-079,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/165,165,199.jpg,/barkhuff/image/199.jpg
WAC Heating Plant Stack,"Barkhuff, William Delbert",Washington Agriculture College Heating plant stack.,Washington State University--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1895/1896,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n02,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/166,166,200.jpg,/barkhuff/image/200.jpg
Foundry,"Barkhuff, William Delbert",Men standing around large machinery in foundry.,Foundries--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1899/1910,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n03,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/167,167,201.jpg,/barkhuff/image/201.jpg
WAC Buildings,"Barkhuff, William Delbert",Gymnasium on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Gymnasiums--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1902/1910,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n04,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/168,168,202.jpg,/barkhuff/image/202.jpg
WAC Buildings,"Barkhuff, William Delbert","Administration Building, later Thompson Hall, on Washington Agriculture Campus.",Washington State University--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1894/1899,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n05,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/169,169,203.jpg,/barkhuff/image/203.jpg
WAC Buildings,"Barkhuff, William Delbert","Administration Building, later Thompson Hall, on Washington Agriculture College campus.Stevens Hall on left.",Washington State University--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Stevens Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1894/1899,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/170,170,204.jpg,/barkhuff/image/204.jpg
WAC Buildings,"Barkhuff, William Delbert",Room with stuffed animals - Conner Museum.,Washington State University--Washington (State)--Pullman; Taxidermy--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1899/1910,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/171,171,205.jpg,/barkhuff/image/205.jpg
Man Standing Next to Stuffed Deer,"Barkhuff, William Delbert",Man standing next to stuffed deer - Conner Museum.,Men--Washington (State)--Pullman; Deer--Washington (State)--Pullman; Taxidermy--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1899/1910,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n08,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/172,172,206.jpg,/barkhuff/image/206.jpg
Students in foundry WAC,"Barkhuff, William Delbert",Men working in foundry.,Men--Washington (State)--Pullman; Foundries--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1899/1910,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n09,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/173,173,207.jpg,/barkhuff/image/207.jpg
WAC,"Barkhuff, William Delbert",View of Washington Agriculture College on hill.  Buildings and houses below in foreground.  Smokestack in lower right corner.,Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1903/1907,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n10,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/174,174,208.jpg,/barkhuff/image/208.jpg
WAC Scenes and People,"Barkhuff, William Delbert",View of Washington Agriculture College.  Smokestack in lower left corner.  Stevens Hall and Thompson Hall (Administration Building on left.  Old College Hall and Ferry Hall on right.  Railroad tracks and buildings in foreground.,Smokestacks--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Washington State University--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",Washington State University--Washington (State)--Pullman,1895/1897,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n11,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/175,175,209.jpg,/barkhuff/image/209.jpg
WAC Scenes and People,"Barkhuff, William Delbert","View of Washington Agriculture College.  Stevens Hall, Thompson Hall (Administration Building), and Old college hall on left.  Remains of Ferry Hall on right.  Smokestack in lower right corner.  Houses and buildings in foreground.",Washington State University--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Smokestacks--Washington (State)--Pullman; Stevens Hall--Washington (State)--Pullman; Thompson Hall--Washington (State)--Pullman; Old College Hall--Washington (State)--Pullman; Ferry Hall--Washington (State)--Pullman; Administration Building--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897-11,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n12,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/176,176,210.jpg,/barkhuff/image/210.jpg
"Ferry Hall, November 24, 1897","Barkhuff, William Delbert",Group of men stand in front of ruins of Ferry Hall on Washington Agriculture College campus.,Washington State University--Washington (State)--Pullman; Men--Washington (State)--Pullman; Ferry Hall,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897-11-24,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n13,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/177,177,211.jpg,/barkhuff/image/211.jpg
"Ferry Hall, 1897","Barkhuff, William Delbert","Ruins of Ferry Hall with group in front.  Photograph from 1899 Chinook, page 132.",Ferry Hall--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Fires--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897-11-23,Image,,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f08n14,pc149_88-042,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/8/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/178,178,212.jpg,/barkhuff/image/212.jpg
